sexo,idade,numero_de_amigos,basquete,futebol_americano,futebol,softbol,voleibol,natacao,animacao,beisebol,tenis,esportes,fofo,danca,banda,marcha,musica,rock,cabelo,vestido,shopping,compras,roupas,nossa_marca,marca_concorrente,bebidas
F,26,1,0,0,10,10,0,0,0,0,0,0,10,0,50,10,20,0,20,0,20,10,20,0,0,0
M,26,588,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
F,27,12,10,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,10,10,0,0,0,0
F,26,82,0,0,20,0,0,10,0,0,0,20,0,40,30,0,40,20,20,10,0,20,10,0,0,0
M,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,20,0,0,0
F,27,30,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
F,28,38,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,28,8,0,0,0,0,0,0,0,0,0,0,0,0,70,10,10,10,0,0,0,0,0,0,0,0
F,26,55,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0
F,26,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,20,0,0,10,10,0,0,0,0,0
NE,27,112,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0
F,27,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0
F,25,50,0,0,0,0,0,0,0,0,0,0,20,20,0,0,10,0,0,0,0,10,20,0,0,0
F,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
F,26,14,0,0,10,0,0,20,0,0,0,0,0,0,0,0,0,0,10,0,10,40,0,0,0,0
F,27,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,30,0,0,0,0,0
F,28,0,20,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,20,0,0,0,0,0
M,28,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,26,24,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,20,0,0,0,10,0,0,0,0
F,27,3,0,0,0,0,0,0,0,0,0,0,0,20,10,0,20,0,30,0,0,0,10,0,0,10
M,26,4,20,0,0,0,0,0,0,0,0,0,0,0,10,0,20,0,0,0,0,0,0,0,0,0
M,27,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,28,9,0,0,30,0,0,0,0,0,0,10,0,20,0,0,10,0,0,0,10,0,0,0,0,0
F,28,7,0,0,60,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0
F,28,60,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
NE,28,39,0,0,0,0,0,0,0,0,0,0,10,0,0,0,20,0,0,0,0,10,0,0,0,0
F,28,20,0,0,20,0,0,20,0,0,0,10,0,0,0,0,0,0,30,0,0,10,0,0,10,10
M,28,9,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,40,20,0,10,0,10,0,0,0
F,29,7,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0
M,29,40,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,28,5,0,20,0,50,0,0,0,0,0,0,10,0,0,0,30,0,10,0,0,0,10,0,0,0
F,26,44,10,10,0,0,0,0,0,10,0,0,0,10,0,0,20,0,10,10,0,10,10,0,0,0
NE,29,27,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
F,26,45,20,0,0,30,0,20,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,10
M,27,9,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
F,26,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,25,0,10,10,20,0,10,0,0,10,0,0,0,30,10,0,10,0,50,0,0,10,0,0,0,0
NE,28,11,0,0,10,0,0,0,0,0,10,10,10,0,70,20,40,10,0,0,0,0,0,0,0,0
F,27,49,0,20,30,0,0,0,0,0,0,10,10,0,0,0,0,0,0,10,0,0,0,0,0,0
F,28,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
F,29,7,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,10,0,0,0,0,0
F,27,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,0
F,26,10,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0
F,26,19,30,10,0,30,0,0,0,0,0,0,10,0,0,0,20,0,0,0,0,10,0,0,10,0
M,28,24,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,28,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
F,29,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
F,28,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,10,0,0,0,0
F,25,11,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,27,28,0,50,0,0,0,0,0,0,0,0,0,0,10,0,20,0,0,0,0,10,0,0,0,0
F,26,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,27,35,0,0,0,20,0,0,0,0,0,0,0,0,0,0,40,0,10,0,0,10,0,0,0,0
F,28,11,0,0,0,0,0,0,0,0,0,10,10,0,0,0,10,0,0,0,0,10,0,0,0,10
M,29,5,10,10,0,0,0,0,0,0,0,0,0,0,30,0,30,0,0,0,0,0,0,0,0,0
NE,25,0,0,0,10,0,0,0,10,0,0,0,0,0,10,0,30,10,20,10,10,0,0,0,0,0
F,27,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,10,0,0,0,0
NE,28,0,20,0,0,0,10,10,0,0,10,10,10,0,10,0,0,0,50,0,0,20,10,0,0,0
F,26,21,0,10,50,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,10,0,0,0,0
F,27,5,10,0,0,0,0,0,0,0,0,0,0,10,10,0,20,0,0,0,20,0,0,0,0,0
NE,28,55,0,0,0,0,0,10,0,0,0,0,0,0,20,20,30,0,10,10,0,10,10,0,0,0
F,26,20,40,10,0,0,30,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
F,28,3,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,10,10,0
F,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
M,29,43,10,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
F,26,24,0,0,0,0,0,0,0,0,0,0,10,20,0,0,10,0,10,0,10,40,0,0,0,0
F,27,14,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,50,0,20,0,0,0,0,20
F,25,164,0,0,0,0,0,0,0,0,0,0,10,0,0,0,50,20,10,0,0,0,0,0,0,0
F,25,47,10,0,0,0,0,30,0,0,0,0,0,0,0,0,10,0,10,0,10,0,0,0,0,0
F,27,6,10,10,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,10,20,10,0,0,0
F,27,172,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
F,28,52,10,10,0,30,40,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,27,17,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,20,0,0,0,0,10,10,0,0
F,28,13,0,0,10,10,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
F,26,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
F,26,38,0,0,0,0,0,0,0,0,0,0,10,0,0,0,40,0,0,0,10,10,0,0,0,0
NE,28,0,0,0,0,0,0,20,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0
F,27,76,0,50,0,20,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0
F,26,2,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0
F,25,34,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,20,0,0,10,0,0,0,0
F,28,67,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,10,0,0,0,0
F,28,37,0,0,0,0,0,0,0,0,0,10,10,0,0,0,10,0,0,0,0,0,0,0,0,0
F,25,0,0,10,0,10,0,10,0,0,20,0,0,0,80,30,20,0,0,0,0,0,0,0,0,0
NE,28,31,0,0,10,0,0,0,0,0,10,0,0,0,20,0,0,0,0,0,0,10,0,0,0,0
F,26,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
F,25,70,0,0,10,0,10,0,0,0,10,0,0,0,0,0,10,0,0,0,0,20,0,10,0,0
F,27,0,0,0,0,0,0,0,0,0,0,0,10,40,0,0,0,0,0,0,10,0,0,0,0,0
F,26,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0
M,27,8,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,25,48,0,0,0,0,0,0,0,0,0,0,0,0,100,10,30,0,0,0,0,0,0,0,0,0
F,26,34,10,30,0,10,10,0,0,0,0,0,0,10,20,0,10,20,10,50,10,10,10,0,0,0
F,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
NE,29,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10
F,25,64,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10,0,0,0,0
M,26,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,27,69,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,10,0,0
M,26,22,20,10,20,0,0,20,0,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,28,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,10,0,10,0,0
F,26,45,10,10,0,70,0,10,0,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
F,25,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
M,26,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0
F,28,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,20,0,10,0,0,0,0,0,0,0
F,26,3,0,0,0,0,0,0,20,0,0,0,10,30,0,0,20,0,10,0,20,0,0,20,0,10
F,25,48,0,0,0,0,0,0,0,0,0,0,10,0,10,10,0,0,10,10,0,0,0,0,0,0
F,26,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
F,25,12,0,0,0,0,0,0,0,0,0,10,0,0,0,0,20,0,0,0,0,0,0,0,0,0
F,28,37,0,0,0,20,0,0,0,20,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,26,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0
M,26,34,0,0,10,0,0,0,0,0,0,0,0,20,0,0,10,0,0,0,0,0,0,0,0,0
F,29,9,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,28,145,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,10,0,0,0,0,0,0,0
M,25,3,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0
M,27,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,27,16,0,0,10,0,0,0,0,0,0,10,10,0,0,0,10,0,0,0,0,0,0,0,0,0
F,25,30,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,20,0,0,0,0
F,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,27,56,0,0,0,0,0,0,0,0,0,0,30,10,0,0,0,0,20,0,0,20,0,0,0,0
F,27,27,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
NE,25,12,10,0,10,10,0,0,0,0,0,0,10,0,0,0,20,10,0,0,0,10,0,0,0,0
NE,26,33,0,20,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,10,10,10,0,0,0,0
F,26,48,10,20,0,0,0,0,0,0,10,0,0,0,0,0,20,0,40,0,0,20,10,0,0,0
F,25,0,20,0,0,0,0,10,0,10,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0
M,28,29,10,10,20,0,20,20,10,10,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0
NE,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,20,0,0,0,10,0
M,28,13,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,10
F,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,26,20,0,10,10,0,0,0,0,0,0,0,0,20,0,0,0,0,10,0,10,0,0,0,0,0
F,25,33,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
F,27,32,20,0,0,0,0,10,0,10,0,20,10,0,0,0,30,70,20,20,10,0,30,0,0,0
F,29,34,0,0,0,0,0,0,0,10,10,0,0,30,0,0,30,0,0,0,0,10,0,0,0,0
F,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
F,26,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0,0,0,10,0,10,0,0
F,28,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,10,0,0,0,0
F,25,2,0,0,0,0,0,10,10,0,0,0,30,70,0,0,10,0,20,10,10,10,40,0,0,0
NE,27,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
F,28,26,0,0,20,0,0,0,0,0,0,20,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,28,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
F,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,10,0,10,0,0,0,0,0
F,26,21,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,25,23,0,0,0,0,0,0,0,10,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0
F,25,102,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
F,27,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
F,25,12,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,0,0,0,0,0,0,0,0,0
M,28,31,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0
F,25,66,0,0,0,0,0,30,0,0,0,10,0,10,0,0,10,0,10,0,0,10,10,0,0,0
F,27,95,0,0,50,0,0,0,0,0,0,0,10,0,10,0,10,0,0,20,0,30,0,0,0,0
F,26,101,0,0,0,0,0,20,0,0,0,0,0,0,20,0,10,0,40,0,0,0,0,0,0,0
M,28,0,10,0,30,0,0,0,0,0,10,0,0,0,0,0,50,0,0,0,10,0,0,0,0,10
F,25,2,0,0,0,0,10,0,0,0,60,0,0,40,0,0,0,0,0,10,0,20,0,0,0,0
NE,29,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0
F,25,46,0,0,0,0,0,30,0,0,0,0,10,0,10,0,20,0,0,0,0,0,0,0,0,0
F,27,18,0,0,0,0,0,0,10,0,0,0,0,0,0,0,20,0,0,0,0,10,0,0,0,0
F,26,27,0,0,0,40,0,0,0,0,0,0,10,0,0,0,0,0,0,0,20,10,0,0,0,0
NE,26,60,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
F,25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
F,26,42,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,10,0,0,0,0,0,0,0,0
F,27,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
M,28,12,0,0,30,0,0,0,0,10,0,10,0,0,0,0,0,10,0,0,10,10,20,0,0,0
M,29,6,10,10,0,0,0,0,0,10,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
F,29,61,0,20,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0
F,28,17,10,0,20,0,10,0,0,0,0,0,10,0,0,0,0,0,0,10,20,20,0,0,20,0
F,25,23,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0
F,26,52,20,0,0,0,10,10,0,0,0,0,10,10,0,0,20,10,0,0,10,10,0,0,0,0
F,27,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,0,0,0,0,0,0
M,26,96,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,27,155,0,0,10,0,0,0,0,0,0,0,0,10,0,0,20,0,0,0,10,0,0,0,0,0
F,25,90,0,0,10,0,0,20,0,0,0,10,0,0,0,0,10,0,0,0,10,10,0,10,0,0
F,27,97,0,0,30,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,26,17,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,10,20,0,0,0,0
F,28,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,30,0,0,0,0
M,28,30,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,27,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,28,6,10,20,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,20
F,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,10,10,0,0,0,0
M,26,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
NE,26,14,0,0,0,10,0,10,0,20,0,0,0,0,0,0,20,0,0,0,0,20,0,20,0,0
F,28,6,0,20,0,0,0,0,0,0,0,0,0,0,40,0,0,0,10,0,0,0,0,0,0,0
F,27,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
F,25,31,0,0,0,10,0,0,0,0,0,0,40,0,0,0,0,0,0,0,10,0,0,0,0,0
F,26,65,0,10,0,0,0,10,0,0,0,0,0,0,0,0,10,0,10,0,10,0,0,0,0,0
F,25,100,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,25,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,10,0,10,0,0,10
F,26,3,0,0,0,50,0,0,0,0,10,0,0,0,0,0,0,10,20,0,0,0,0,0,0,0
F,28,3,0,0,10,20,0,0,0,0,0,0,10,10,0,0,20,10,0,0,0,10,0,0,0,0
F,26,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
F,25,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,0,0,0,10,0,0,0
M,29,1,0,20,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,29,27,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,10,0,0,0,0,0,0,0,0
F,28,76,0,0,0,0,0,0,0,0,0,0,0,0,50,0,60,20,60,0,10,10,0,0,0,50
F,26,0,10,0,0,10,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,25,99,20,0,0,30,10,0,0,0,0,0,0,0,0,0,10,0,10,10,0,10,0,0,0,0
NE,29,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
F,28,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,10,0,0,0,10,0,0,0
F,26,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
NE,26,55,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
M,26,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,29,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,10,0,0,0,0
F,25,61,0,0,10,0,0,10,0,0,0,10,0,10,0,0,10,10,0,0,0,10,0,0,0,0
F,28,17,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,20,0,10,0,0,0,0,0
F,25,0,0,0,0,0,0,10,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
M,28,22,0,10,0,0,0,0,0,0,0,10,0,0,0,0,10,10,0,0,0,0,0,0,0,0
M,26,141,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,25,220,20,20,20,0,0,10,20,20,0,10,20,0,10,10,30,50,10,0,0,0,0,0,0,0
F,25,42,0,0,0,0,0,120,0,0,0,0,0,10,10,0,10,0,0,0,10,10,0,10,20,0
M,27,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
F,25,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,30,0,10,0,10,0
F,26,44,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,26,66,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,20,0,10,0,10,0,0,10
F,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
F,28,15,0,0,10,0,0,0,0,0,30,0,10,10,0,0,10,0,30,0,10,0,0,0,0,0
F,27,39,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,20,0,0,0,0
F,27,24,0,0,0,0,0,0,0,0,0,0,0,60,0,0,20,0,10,0,0,10,0,0,0,0
F,26,59,0,0,10,10,0,0,0,0,0,0,0,10,0,0,10,20,0,10,0,20,0,0,0,0
F,29,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,30,0,0,10,0,10,0,0,0,0
M,28,92,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,25,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,27,51,30,0,0,0,0,10,0,0,0,0,0,0,0,0,20,0,0,0,0,10,10,0,0,0
F,28,80,0,20,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,10,0,0,0,0
F,28,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,10,10,0,0,0,0
F,27,11,0,0,0,0,0,0,0,0,0,0,0,20,0,0,10,0,0,0,0,0,0,0,0,0
F,27,65,0,0,0,20,0,0,0,10,0,0,30,10,10,0,10,20,20,0,0,10,0,0,0,0
NE,27,71,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
F,27,39,0,10,0,0,10,10,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0
F,26,100,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,27,54,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,10,0,0,0
F,27,12,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,20,0,0,0,0,0,0,0
F,27,110,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,20,0,0,0,0
F,29,16,0,0,0,0,0,0,0,0,0,0,0,10,0,0,40,0,40,0,0,0,0,0,0,0
M,27,6,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,28,29,0,10,10,0,0,0,0,0,0,0,0,0,0,0,10,40,0,10,0,10,0,0,0,0
F,27,7,40,20,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0
F,25,40,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,10,10,0,0,0,0,0,0,0
NE,27,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
F,28,46,0,10,0,0,0,10,0,0,0,10,20,10,20,20,10,0,10,0,0,0,0,0,0,0
M,27,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,10,0,0,0,0,0,0,0
F,27,146,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0
F,29,0,0,0,0,0,40,0,0,0,30,0,0,0,0,0,10,0,50,0,0,0,0,0,0,0
F,28,61,10,0,0,0,10,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0
M,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,28,12,20,0,0,0,0,0,0,10,20,0,0,0,20,0,10,10,10,0,30,0,0,0,0,0
F,28,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0
F,28,124,0,10,30,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
F,28,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
NE,27,70,0,0,0,0,0,0,0,0,0,0,20,0,40,10,10,0,0,0,0,20,10,0,0,0
M,26,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,27,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,0
F,25,0,0,0,0,30,0,10,0,0,0,0,0,0,10,0,0,0,10,0,0,10,10,10,0,0
M,29,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,10,0,0,0,0,0,0
F,25,41,20,20,0,0,0,0,0,0,0,10,0,10,10,0,10,0,20,10,10,10,0,0,0,0
F,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
F,27,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
F,26,71,0,30,0,0,0,0,0,0,0,0,0,40,0,0,0,0,10,0,0,10,20,0,0,0
F,28,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,10,20,0,0,0
F,29,0,0,0,0,0,0,0,0,0,0,0,10,20,0,0,10,0,0,0,0,0,10,0,0,0
M,27,5,0,10,10,0,0,0,0,10,0,10,0,0,10,0,0,10,0,0,0,0,0,0,0,0
F,26,15,20,20,20,0,0,10,20,10,0,0,40,30,0,0,10,50,30,0,0,10,0,0,10,0
NE,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0
