,nota_review,review
7745,5,"Muito boa a loja, entrega antes do prazo."
21788,5,Muito rapido antes do prazo 
8555,5,super rápida a entrega
19751,3,Produto veio torto
11469,5,"Recebi muito antes do previsto.
"
37047,5,Entregou antes do previsto 
30879,5,topzão
17434,5,Uma loja que eu confio em comprar.
16334,4,não usei ainda
14176,5,entrega dentro do prazo e em perfeitas condiçoes
20656,5,Entrega antes do prazo. Excelente.
6664,5,O produto chegou.
650,5,Chegou muito antes do prazo!
20745,4,Ótimo. entrega dentro do prazo..
23659,5,"Entrega antes do prazo. Muito bom e seguro.
"
10139,3,Tamanho menor que pensava.
9718,1,Demorou um a entrega
37979,4,Recomendamo sempre excelente loja
14654,5,"Entrega super rápida, antes do anunciado!!!"
27217,5,"gosto, muito!"
38053,5,Me surpreendi com a entrega antes do prazo.
22173,4,Tudo ok na entrega
7193,5,FÁCIL USO
39269,5,Perfeito os pendentes 
19428,1,Atrasou 
15969,5,gostei muito bacana
36050,1,O produto não veio cheio 
39330,4,o filho gostou
8813,3,Demora na entrega e ainda atrasou.
13472,5,Muito prático e a entrega foi dentro do prazo.
6185,2,"o cartucho nao esta funcionando
"
26985,5,Eu gostei muito rápido 
29005,5,Loja enviou dentro do prazo.
31181,5,ENTREGA EM TEMPO HÁBIL.
2479,5,execelente
7340,5,Muito bom recomendável está loja. 
21667,5,Ótima loja entrega é excelente
36902,5,perfeitinho
28572,5,"entrega feita antes do prazo estabelecido
"
14236,5,Entrega Rápida demais!
4288,5,Compra segura
22436,5,Bom como sempre!! Grato!
23414,5,Excelente agilidade na entrega!
2100,3,Muito fino....mas bom...
18548,3,pedido chega rapido
35611,3,produto corresponde ao mesmo do anúncio.
15178,5,EXCELENTE PRODUTO E ENTREGA
7119,3,A entrega foi no prazo mas infelizemente não é melhor do que a das Lojas Zoop.
19466,5,Perfeito no compromisso.
36067,5,"A entrega foi super rápida, Obrigada."
5927,5,entrega rápida. ótimo
12409,5,Foi ótimo minha compra 
16208,2,Não é um espelho
31330,5,"Recomendo, entrega antes do prazo.

"
4087,5,Responsável 
25913,5,Empresa de grande responsabilidade
8506,5,"Perfeito para iniciantes.
"
18291,5,Muito Bon. Chegou no prazo
29052,2,Poderia ser um prazo menor de entrega
23329,4,recebi adoreiii!!!!
4268,5,Entrega rápida dentro do prazo
30109,5,Estou satisfeita com os serviços de compra e entrega.
7632,5,"Chegou muito rapido.
Obrigado"
19247,3,Poderia ser mais rápida a entrega 
32719,5,Eu recomendo. Fiquei satisfeita. 
2706,5,Eu recomendo muito bom 
39149,5,Fiquei impressionada chegou muito rápido!
30345,5,Acima da expectativa
22148,5,Seguro e dentro do prazo. 
1066,4,"Entrega super no prazo,só não usei ainda"
5508,1,Quero o cancelamento. 
7971,5,Barato é funciona. 
37,5,"Satisfeito
"
22231,5,Melhor impossível.
32152,1,Foi enviado cartucho incompatível com minha impressora. 
8716,5,recomendo sim!
8453,5,Gostei da compra.
19887,1,Não chegou estou esperando 
38332,4,Pedido cancelado. 
22482,1,Decepcionante 
28226,5,Se superou na qualidade do produto e na entrega. 
23851,5,Muito corretos
33143,5,"Seguro, rápido e ágil. "
26525,5,Arrasou
18012,1,Isso é uma falta de respeito com o consumidor
30882,5,Amei são lindos
3407,1,aguardo entrega do produto
742,5," Entrega no prazo , gostei"
36319,5,"Comprei pela primeira vez, e estou satisfeito com a loja"
8800,4,Recebi dentro do prazo
28750,5,Perfeito o produto 
12725,1,Não recebi. Passou o dia de entrega. 
9444,5,"Entrega super rápido, Eu recomendo!! !"
11756,5,Chegou corretamente e antes do prazo! 
31890,5,Chegou rápido e é como eu esperava!
37707,1,produto defeituoso
37719,5,Muito orgulhoso 
11275,5,tudo 100%
29290,5,Produto aprovado!
22678,1,Não cumpriu com o prazo de entrega 
996,4,Ótimo produto e prazo de entrega.
906,5,Otimo qualidade 
3100,5,Recomendo a loja chegou antes do prazo
7037,4,Recomendaria sim
22182,1,pessimo sem qualidade
25538,3,okok
34212,5,A entrega foi muito antes do prazo. Obrigada!
12262,1,Veio errado
23733,5,"Entrega rápido, gostei da qualidade da torneira."
28794,1,Poderia entregar mais rapido
30029,4,Ótimo produtos.
4571,4,loja muito eficiente.. recomendo!!!
2049,5,Entregou dentro do prazo....
1002,4,Entrega sempre rápida e certa.
19622,1,Eu não compro mais
3429,5,Excelente qualidade
36421,4,O pacote veio rasgado
772,5,tudo aconteceu como o previsto
22307,1,Estou aguardando até hoje
12920,5,excelente produto e loja
35083,5,Excelente qualidade e rapidez
10622,5,As Lojas Zoop são de confiança.
10604,5,Muito.rop
28387,3,Quase um mês de atraso na entrega
1414,3,Ainda nao chegou
1313,4,Produto ótimo 
38663,3,muito boa a loja a entrega foi entregue no prazo
34616,2,recomendo demais
17086,5,recomendo quem estiver a procura.
23889,2,Achei de péssima qualidade
38173,3,Entregue
756,5,Recomendo... chegou dentro do prazo.
17886,5,otima entrega e produto
32385,4,Zoop essa loja e muito boa recomendo
19301,3,Chegou bem
16355,5,conforme vi na loja
2292,5,muito bom chegou muito antes do prazo de entrega
31710,5,O pedido chegou antes do previsto !
47,2,Demorou de mais pra entrega 
12195,1,Acho muito fraca está loja. 
35322,4,Tava Faltando 
10252,4,"Produto de qualidade, entrega como previsto."
15488,1,Me veja por que só uma unidade chegou??
4471,5,excelente o atendimento e entrega
13230,5,Melhor site
12791,4,Entrega correta. Satisfeita
38849,5,Entregou com rapidez
35698,4,escelente
34353,5,"Recomendo esta loja pela qualidade, preço e rapidez na entrega."
26928,5,Agradeço pela entrega do produto.
15855,5,Foi bem rápida a entrega 
19838,5,Entrega bem antes do prazo extipulado
32477,1,ainda esperando!!!
6877,5,Eu recomendo lojas Zoop 
15245,4,CONSUMIDOR SATISFEITO !!
37188,5,tudo como encomendado
6094,4,A ENTREGA FOI RAPIDA MUITO BOM
18399,5,Tudo blz
26339,4,Correto e rápido!
20495,5,Muito rápida a entrega adorei
33894,5,atendimento perfeito
31081,4,"DEMORA Na entrega mas recomendo
"
36096,5,recebemos o produto.
19587,5,Atendido
10433,5,Tirando a entrega o produto é ótimo...
30406,5,"Muito comfiavel
"
38667,5,Recebi dentro do praso!
36944,5,Produtos de primeira linha.
38706,5,"Recebi como contratado, e ainda antes."
18982,4,Produtos excelente 
27203,5,Ótimo e antecipado 
15634,5,"Entrega antes do previsto.
Uma semana após a compra!
Muito bom!"
12974,5,"Recomendo, excelente!"
1069,5,Bom é confiável 
26937,5,A loja entregou antes do prazo.
30294,5,Adorei!! Perfeito!!
18189,4," Entrega no prazo. Recomendo!!!
"
22213,5,"Entrega com 10 dias de antecedência
Por isso só compro no  "
34541,1,não recebi a entrega ainda.
1068,1,estou aguardando posicionamento da loja sobre a entrega
10383,4,Qualidade excelente 
33529,4,Entrega correta recomendo
22490,4,não testei ainda
26607,4,Entrega no prazo ótimo produto
3980,5,Recomendados.
799,5,Estou muito satisfeita 
8449,5,Bom Gostei rapido a entrega
36337,3,muita espera
25580,5,entrega rapida obrigado
4907,5,Produto chegou corretamente.
21265,5,"Muito Bom, Produto, entrega"
126,5,Entrega bem antes do prazo perfeito!!
26533,2,Serviço muito bom
18702,5,Excelente negócio
33184,5,Enselente
14504,5,Pertfeito
26946,4,o produto e a entrega foram satisfatorios
27863,5,"ótimo, entrega antes do prazo."
15766,5,Excelente compra!
30745,5,Super confortável.
2850,5,"nota 10 para a loja, produto e para a entrega..."
15783,5,Realmente é uma meia de qualidade. 
33403,5,Ótima Loja online
13131,5,Melhor site de compras.
9423,4,o que mata é o prazo da entrega! 
21902,5,"entrega antes do prazo. ótima
"
11737,3,Entrega o produto correto é no prazo. 
31384,5,Gostei do prazo.
26919,4,produto correto
13632,1,n chegou
14746,5,Bom serviço de entrega.
12898,4,loja muito boa entrega tudo direitinho
20145,5,"Entrega super rápida.muito bom
"
7099,4,"Muito rápido
Gostei"
13107,1,Péssima compra!
5934,5,foi rápido recomendo
6091,5,Entrega no prazo e produto de qualidade!
9207,5,Obrigada chegou corretamente.
9255,5,"Sou cliente da .
Muito boa a loja."
13198,5,entrega feita antes do previsto. gostei!!!
16507,5,Entrega feira antes do prazo. Maravilha!!!!
13852,4,minha entrega foi dentro do prazo eu recomendo obg
1671,5,Ótimo atendimento!
34549,2,falta o segundo produto
6895,5,Uma loja acolhedora e que entrega aquilo que foi proposto. Adorei!
30734,2,Acredito que a entrega poderia ser no dia combinado
22303,5,hiper recomendo
28068,5,"Muito bom, entrega agil. "
5035,5,A entrega foi realizada antes do prazo.
22706,5,"Entrega no prazo, tudo OK !!"
13577,1,"A entrega foi direitinha, mas o produto é péssimo!"
31060,5,Entrega antes do prazo. PERFEITA!!!
30362,2,Veio uma corrente repetida 
32775,5,Entrega antes do prazo combinado. Ótimo
3369,2,Quero a troca
38613,4,o oproduto é de péssima qualidade
14320,5,Fiquei muito satisfeita com a compra.
26947,5,Ainda ganhei brinde
9030,5,Gostei muito do site
27798,5,ADOREI COMPRA NAS LOJAS Zoop
2382,4,correta 
27476,5,10 Estrelas
26970,5,competência comprovada
38693,5,Vendedores otimos
13246,5,Chegou conforme anúncio.
1160,5,Entrega super rápida recomendo
16804,5,"Entrega super rápida.
Produtos como queria😍"
34357,5,tudo correto com a compra e a entrega
39036,5,RECOMENDO A LOJA PELA RAPIDEZ NA ENTREGA DO PRODUTO.
15116,5,Muito bom perfeito
14503,5,"Loja rápida na entrega, indico!"
510,5,Gostei muito da agilidade na entrega
13737,5,competente
13182,5,Sim muito bom
13088,1,Ainda estou a espera do meu produto
36227,5,para e a melhor de todas .
34403,5,simplesmente ótima
3466,5,Muito boa loja e seria no mercado.
8787,1,Até o momento eu não recebi minha entrega.
1198,4,"Paguei pelo
Que comprei "
25735,4,ok loja confiavel
28386,3,mas ou menos
30996,4,Show de loja
5277,1,Não entregaram o pedido
16263,5,Eu aprovo..
11314,3,meu produtp ainda nao chegou 
14298,5,"Recebi o produto antes do prazo,Eu ? essa loja.
"
14027,4,A entrega poderai ser mais rápida
33152,4,Livros muito bons 
9187,5,Tudo de primeira.
23631,5,Muito boa loja entrega bem antes do prazo.
9374,4,No prazo.....bom!
34656,5,Esta loja é muito boa nota 1000
10606,5,Chegou como o prometido.
15500,5,qualidade boa
15795,4,bem servido
652,3,Não instalei ainda
8948,1,Não entrega os produtos pelo correios
36966,5,muito bom e rapida entrega
29974,5,Gostei e indico!!
3277,5,muito bom obrigada 
4202,4,"Entrega rápida, recomendo!"
32783,5,entrega no prazo e produto correto
24498,5,Recomendo com certeza!
6071,5,Processo de compra perfeito!
36653,5,Muito feliz!!
4422,5,Estou muito contente com o produto e rapido na entrega.
12807,5,Produtos maravilhosos
26604,5,SATISFEITO COM A COMPRA E O PRAZO DE ENTREGA.
27025,5,"Entrega no prazo
Sem avarias
Tudo ok "
2038,4,Achei q seria mais grosso 
22119,1,"Não recebi o produto. Ainda na espera!
att,

Mário."
20702,3,Achei muito pequeno o produto.
3195,5,Qualidade garantida
22017,4, e a loja que entrga mais rapido.
8662,3,Talvez por dificuldade nos correios
36530,5,Entrega imediata e satisfatória.
11896,5,"Achei muito bonita
"
19624,5,Muito bom e no prazo
12760,5,Entrega dentro do prazo e produto perfeito.
1080,4,"já compro na loja já a muito tempo, eu recomendo!"
37622,5,"Entrega antes do prazo final, muito satisfeita."
241,4,MUITO BOM! CHEGOU DENTRO DO PRAZO.
9287,3,"Como faço para devolver o produto, "
27781,5,Cumpre o que promete 
15756,5,A compra chegou muito rapido
11542,5,tudo de acordo
955,5,"Muito eficiente a entrega, com produto de qualidade.👍"
24740,5,Muito bom excelente na entrega 
36229,4,Entrega antes do prazo super bom...
35468,5,Chegou no tempo previsto.
3038,2,Estou a espera do produto! Está em atraso
20212,3,obg a todos 
8310,5,"lindos e modernos, amei!!!!"
33434,5,Muito bom. Chegou no prazo.
14323,5,"Entrega rapida, produtos certos "
21360,1,Não funciona
13793,4,Totalmente satisfeito.
4044,5,Atendimento e entrega 100%
9711,5,Ótimo muito obrigado 
3867,5,LOJA BEM RECOMEDADA
10465,1,Ainda não recabi
33090,4,A compra foi muito fácil. Apenas houve pequena demora na entrega.
10722,1,Estou precisando e não chegou.
27056,4,preço justo
1014,3,Produto com características de fragilidade
16189,5,Entrega dentro do prazo! Tudo ok. 
1943,4,SIM RECOMENDO
34471,5,Adorei minha compra A entrega foi antes do prazo.
32009,2,Xxxc
3540,4,Fiquei muito satisfeito com o produto e com o prazo de entrega.
1432,4,Superou!!!
19936,5,ATENDEU AO PROPÓSITO
27906,1,"Loja de confiança, entrega dentro do prazo."
19137,5,"Rápida, recomendo"
17521,5,"A entrega foi bem antes que eu esperava, super recomendo o site "
23262,4,Sempre no prazo 
36574,3,gfhhhhhhhhhh
26715,5,"entrega super rapida, tudo ok"
27835,4,Por enquanto o relógio está funcionando corretamente.
38054,5,"Entrega antes do prazo previsto, estamos satisfeitos."
2709,5,Custo beneficio ótimo 
6832,1,a qualidade é baixa
1458,4,Ótima qualidade. 
33633,5,Minha satisfeitamiga com minha compra entrega antes do previsto
34712,5,produto ótimo e no prazo 
4506,5,Melhor loja virtual
15068,5,chegou no prazo e com qualidade
16792,5,Melhor loja de compra pela Internet 
33053,5,PRODUTOS LINDO
899,5,Super recomendo o produto e a loja!
18356,5,super recomendo chegou direitinho
11615,5,Rápido e Honesto. Recomendo 100%
31768,5,"Entrega do produto antes do prazo, muito bom"
34204,5,ótima loja e produto!
9295,5,Entrega rápida produto em dia 
14830,5,Qualidade otima.
35234,1,Produto genérico 
9527,5,"muito bom, rápido como sempre"
30522,5,Entrega no prazo e melhor preço. 
18032,5,"era que esperava, adorei."
13803,4,"Bom, entrega no prazo"
1120,1,Meu produtos veio errado 
21123,2,"Não chegou todo o pedido, no pedido são três, mas só chegaram dois."
24100,4,"A entrega foi efetuada antes do prazo, excelente."
20768,1,Ainda aguardando a entrega do produto 
24337,5,"Entrega muito rápido, bem antes do prazo previsto."
31577,5,Fui atendida no prazo.
4059,4,Chegou conforme o pedido.
5903,5,"entrega rapida , e sem problemas "
2356,2,Não recomendo a referida loja
19975,5,Entrega é produto certo.ok
11557,5,ENTREGA DENTRO DO PRAZO..RECOMENDO!
1593,4,Gostei do serviço e prazo de entrega 
20826,1,nao recebi minha compra
34315,5,Cabo muito bom
8370,4,Sempre compro muito confiável 
39308,3,Entrega passou do prazo mas o produto chegou!
8762,4,"sim eu recomendo, chegou no prazo."
9756,4,Excelente relógio 
33959,4,"Loja muito boa e prazo de entrega para antes da previsão.
"
20221,4,Foi entregue o produto 
930,4,Entrega rápida e produto muito bacana!!!
29287,5,Recebi hoje
515,3,Só gostaria de saber o dia correto da entrega . 
20970,1,Veio totalmente te diferente do que foi pedido.
34034,4,RECOMENDO....A QUEM PRCISAR DE ALGUM PRODUTO DA LOJA.
26261,1,esta demorando muito ..
8247,5,Tecido muito bom
27631,5,"Entrega conforme o combinado e antes do prazo, excelente! "
3447,5,Loja confiável!! Nota 10
20842,5,Foi entregue no último dia. Poderia ser antes ?
12983,4,MUITO BOM E ENTREGA DENTRO DO PRAZO.
25521,5,"Entrega rápidissima, produtos conforme o anúncio...
Recomendadissimo!"
21652,5,Sem nenhum problema.
31953,5,Achei o produto ótimo
37655,1,Cartucho veio com defeito. 
2934,2,"A entrega atrasou demais, eu já estava cancelando."
26111,1,Pedido entregue incompleto.
20625,5,Empresa Muito boa 
7878,5,Oi
13858,4,Tudo dentro do previsto 
27958,1,O produto não foi recebido
11680,5,A entrega rápido e produto muito bom.
21232,5,Já comprei várias vezes e recomendo. É confiável
37087,5,"Fácil de compra, chegou rápido. adorei"
21584,5,Entrega bem antes do prazo super indico esse site .
33490,5,"Os cartuchos funcionaram perfeitamente. 
Eu recomendo!"
10281,5,entrega efetuada antes do prazo previsto.Excelente!
946,5,rapido e pratico da compra 
4764,5,Muito bom trabalho.
4473,5,"Entrega super rápida, antes mesmo do prazo. Muito bom."
5310,5,desde a compra até a entrega o atendimento foi 10
5503,1,Não passou o prazo ainda.
27295,5,Chegou dentro do prazo e estou satisfeito
34666,5,Os produtos são ótimos!
2974,5,Recomendo .. entrega rápida
5722,5,"euu recomendo esta loja
"
14913,5,Satisfeita cm a entrega
15843,4,Entrega feita no endereço errado.
14170,5,happy
37739,4,Correto com o que eu esperava
7682,5,Produtos de qualidade e entrega rápida.
10784,5,perfeito em tudo
12918,5,"Chegou muito rápido , e um ótimo produto ! "
5540,5,excelente entrega no prazo loja confiável
1651,1,Espero um retorno! 
24346,5,Recomendo a loja. Tudo correto!
20750,5,Adoreiii8
6974,5,Adorei a competência da empresa
36974,3,Prazo de entrega muito extenso
12472,5,Fiquei bastante satisfeita.
11186,5,Entrega antes do prazo.Super satisfeita.
7091,4,A loja está de parabéns.
15896,5,Excelente vendedor!÷# 
12390,5,ESPERO QUE ME REENVIE!!!!
28424,5,"Entrega muita rápida, recomendo a todos. "
18903,4,vou testar
20514,5,"Entrega bem antes do prazo previsto, muito satisfeita"
13926,5,O brinquedo chegou antes do previsto e perfeito. 
23818,5,Entrega bem antes do prazo pedido pelo vendedor.
1856,5,Voltarei a comprar
5151,5,GOSTEI DE TUDO
25388,5,"A entrega foi bem antes do prazo, o que foi maravilhoso."
5857,5,Entrega no prazo e amei meu produto.
4654,4,ddddd
18217,5,Antes do previsto chegou o produto
30288,5,e otima loja ok
15543,5,Entrega recebida em menos de uma semana 
11590,5,excelente aquisição
15740,5,excelente procuto
24369,5,empresa pontual e seria
20218,1,"Recebi uma nota e email informativo da entrega do produto, o mesmo ainda não ocorreu.
Gostaria de saber o motivo."
18918,5,Recomendo muito obrigado 
37141,5,"Ótimo, amei "
35602,2,Falta o protetor impermeavel
29861,4,Achei que o cesto fosse maior
27154,5,Entrega super rápido. Produto bom
12701,1,Merda de loja não entregou meu pedido
5181,5,"Entrega rápida, gosteil"
5713,5,"Entrega rápido, super recomendo. "
29400,5,Entrega perfeita! Produto maravilhoso
27066,5,"super recomendo, entrega no prazo!"
37028,4,Acho que deveria demora mesmo tempo na entrega
26018,5,Muito rápido a entrega recomendo.
25874,5,"Sempre em dia com seu compromisso de venda e entrega
"
8017,5,obrigando
2913,5,"Entrega muito antes do prazo! Perfeito, comprarei mais"
27008,5,a entrega foi rápida.chegou antes do prazo
25519,4,"Não usei o produto ainda mas a entrega foi bem antes do prazo, show relacionado ao tempo de entrega"
3144,5,Entrega na data prevista. Recomendo a loja.
626,5,bom tmb
19832,4,Foi muito rápido e eficiente .... obrigado
32513,1,"Passou do prazo de entrega, demorou."
14572,5,entrega muito rápido. o produto é ótomo
3192,5,Produto chegou rápido
10363,3,Entrega ótima. Produto ruim.
7921,5,"Eu recebi somente os quadros, até o momento. Faltam os lustres, mas ainda está dentro do prazo de entrega."
